,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
415,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,IC50,=,4.0,nM,Dopamine D2 receptor,Homo sapiens,"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand",B,2.0
416,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,7.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonism of dopamine-stimulated [35S]GTP-gamma-S binding against human Dopamine receptor D2 in CHO cells,F,7.0
417,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.44,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from CHO-K1 cell membranes expressing human dopamine receptor D2,B,0.44
418,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.6,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,B,1.6
419,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,3.0
420,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.16,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from Dopamine receptor D2,B,0.16
421,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.66,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]raclopride binding to Dopamine receptor D2,B,0.66
424,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,IC50,=,4.1,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned Dopamine receptor D2 by [3H]spiroperidol displacement.,B,2.05
426,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.5,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for Dopamine receptor D2 by displacement of [3H]-spiperone,B,1.5
427,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,8.5,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned Dopamine receptor D2L expressed in Sf9 cell membranes,B,8.5
428,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.12,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards human Dopamine receptor D2 using [3H]spiroperidol as radioligand,B,0.12
429,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.6026,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards dopamine receptor D2,B,0.6026
430,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.84,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity against human D2 dopamine receptor in CHO cells by [3H]spiperone displacement.,B,0.84
431,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.7,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity towards Dopamine receptor D2 in human using [3H]-spiperone as radioligand,B,3.7
432,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.3,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human dopamine receptor D2 long,B,1.3
433,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,2.2,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human recombinant dopamine D2 receptor,B,2.2
434,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,2.5,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]-spiperone binding to human Dopamine receptor D2,B,2.5
435,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,2.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro inhibitory constant against [3H]spiperone binding to human dopamine D2 receptor expressed in CHO cells,B,2.0
436,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.122,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,1.122
438,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine receptor D2 long expressed in CHO cells,B,3.3
439,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,2.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human recombinant Dopamine D2 long receptor,B,2.0
440,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,2.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2L receptor,B,2.6
441,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,5.012,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor short form expressed in CHO cells,B,5.012
442,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.6026,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone human cloned dopamine D2 receptor,B,0.6026
443,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,4.2,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2L receptor expressed in rat C6 cells,B,4.2
444,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.6026,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor,B,0.6026
445,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.4,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human cloned dopamine D2 receptor,B,1.4
446,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,5.09,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]YM-09151-2 from human dopamine D2S receptor in membrane suspensions by liquid scintillation counter,B,5.09
447,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,4.2,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiroperidol from human cloned dopamine D2L receptor by liquid scintillation counting,B,4.2
449,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,1.1
450,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.6026,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor,B,0.6026
451,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from D2 receptor,B,3.0
452,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.9,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at low affinity state expressed in HEK293 cells,B,1.9
453,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at high affinity state expressed in HEK293 cells,B,1.0
456,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone form human dopamine D2 receptor by liquid scintillation counting,B,3.0
457,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human dopamine D2 long receptor expressed in HEK293 cells after 60 mins by gamma counting,B,1.1
458,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]Spiperone from human dopamine D2 long receptor expressed in CHO cells,B,1.1
459,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.87,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]Spiperone from human dopamine D2 short receptor expressed in CHO cells,B,0.87
462,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor expressed in HEK cells,B,1.0
463,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human D2long receptor expressed in CHO cells,B,1.5
464,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,B,1.1
465,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,IC50,=,6.5920000000000005,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,3.2960000000000003
466,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,2.197,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,2.197
467,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 short receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,1.1
468,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 Long receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,1.5
469,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human D2L receptor expressed in CHO cells after 60 mins by scintillation proximity assay,B,3.0
470,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,2.84,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of human dopamine D2 receptor,B,2.84
473,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.548,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-Methylspiperone from dopamine D2 receptor (unknown origin),B,3.548
474,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,3.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-Methylspiperone from dopamine D2 receptor (unknown origin),B,3.5
475,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.6026,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 receptor,B,0.6026
476,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.6026,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned D2 receptor by in vitro binding assay,B,0.6026
477,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperone from human D2L receptor expressed in HEK cell membrane after 90 mins by scintillation counting analysis,B,1.4
478,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.85,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 receptor transfected in HEK cells,B,0.85
479,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,IC50,=,0.7079,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay,B,0.35395
480,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,IC50,=,0.7,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay,B,0.35
482,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,4.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human recombinant D2 receptor expressed in CHO-K1 cell membrane after 60 mins by liquid scintillation counting analysis,B,4.0
485,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,0.89
486,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.81,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2long receptor stably expressed in CHO cell membranes by competitive binding assay,B,0.81
487,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.85,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor stably expressed in CHO cell membranes by competitive binding assay,B,0.85
488,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,IC50,=,0.16,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity against human D2LR expressed in CHOK1 cells assessed as inhibition of pergolide-induced beta-arrestin translocation by beta-galactosidase based beta-arrestin recruitment assay,B,0.08
489,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,4.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,B,4.0
492,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.96,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,B,0.96
493,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.7,nM,Dopamine D2 receptor,Homo sapiens,"Binding Assay: Binding assay using 5-HT2A, Dopamine D2, SERT, ¿A1, 5-HT2C and H1 Receptors.",B,0.7
494,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,9.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay,B,9.6
495,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,1.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,1.4
496,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.42,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2long receptor expressed in CHO cell membranes by radioligand binding assay,B,0.42
497,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,0.25,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cell membranes by radioligand binding assay,B,0.25
502,CHEMBL56,CCCN(CCC)C1CCc2cccc(O)c2C1,Ki,=,86.0,nM,Dopamine D2 receptor,Homo sapiens,"Binding affinity against [3H]U-86,170-labeled dopamine receptor D2 in cloned CHO cells",B,86.0
503,CHEMBL56,CCCN(CCC)C1CCc2cccc(O)c2C1,Ki,=,86.0,nM,Dopamine D2 receptor,Homo sapiens,"Binding affinity against [3H]U-86,170-labeled dopamine receptor D2 in cloned CHO cells",B,86.0
506,CHEMBL56,CCCN(CCC)C1CCc2cccc(O)c2C1,Ki,=,84.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against Dopamine receptor D2,B,84.0
507,CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc5cccc([C@@H]2C1)c35,Ki,=,0.04,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperone from human recombinant D2S receptor expressed in HEK293 cells,B,0.04
509,CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc5cccc([C@@H]2C1)c35,Ki,=,0.04,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperone from human D2S receptor expressed in HEK293 cells,B,0.04
510,CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc5cccc([C@@H]2C1)c35,IC50,=,1.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperone from human recombinant Dopamine D2S receptor expressed in HEK293 cells,B,0.55
511,CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc5cccc([C@@H]2C1)c35,IC50,=,0.81,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methyl-spiperone from human recombinant D2S receptor in HEK293 cells after 60 mins by scintillation counting,B,0.405
512,CHEMBL8514,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc5cccc([C@@H]2C1)c35,Ki,=,0.27,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methyl-spiperone from human recombinant D2S receptor in HEK293 cells after 60 mins by scintillation counting,B,0.27
519,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,1.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from human dopamine D2A receptors expressed in LtK cells,B,1.89
526,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,170.0,nM,Dopamine D2 receptor,Homo sapiens,Adenylate cyclase assay carried out in LTK cells transfected with human Dopamine receptor D2,B,85.0
528,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,18.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro effective concentration tested on HEK293 cells co-transfected with human Dopamine receptor D2 using FLIPR assay,B,9.0
532,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,1.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from Dopamine receptor D2,B,1.89
536,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,20.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity on High Affinity Site of Dopamine receptor D2L,B,20.0
537,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,17.0,nM,Dopamine D2 receptor,Homo sapiens,Binding Affinity on High Affinity Site of Dopamine receptor D2S,B,17.0
540,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,42.0,nM,Dopamine D2 receptor,Homo sapiens,Binding Affinity was tested on relative proportion of High Affinity Site of Dopamine receptor D2L,B,42.0
541,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,34.0,nM,Dopamine D2 receptor,Homo sapiens,Binding Affinity was tested on relative proportion of High Affinity Site of Dopamine receptor D2S,B,34.0
545,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,18.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2 receptor in HEK293 cells coexpressing G-alpha-qo5 by FLIPR,F,9.0
546,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,8.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at ferret D2 receptor in HEK293 cells coexpressing Galphaqo5 by FLIPR,F,4.0
548,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,43.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production,F,21.5
556,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,2.9,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor at high affinity state expressed in HEK293 cells,B,2.9
565,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,65.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in CHOp cells assessed as stimulation of mitogenesis incubated for 24 hrs by [3H]thymidine incorporation assay,F,32.5
570,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,6.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at dopamine D2 receptor (unknown origin) expressed in CHOK1 cells coexpressing Galpha15 by FLIPR assay,B,3.35
577,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,8.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-NPA from dopamine D2L receptor (unknown origin) expressed in CHO cell membranes,B,8.0
578,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,36.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as increase of forskolin-induced cAMP production after 20 mins,F,18.0
590,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,183.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2 receptor expressed in CHO cells by [35S]GTPgammaS binding assay,B,91.5
592,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,8.73,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]7-OH-DPAT from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,8.73
594,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,5.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2 receptor transfected in HEK293T cells by BRET based G0 activation assay,B,2.5
596,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,7.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at recombinant human D2 receptor expressing in CHOp cells assessed as receptor mediated stimulation of mitogenesis measured as [3H]thymidine incorporation after 24 hrs by scintillation spectrometry,B,3.85
598,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,48.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2S receptor expressed in CHO cells,B,48.0
600,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,0.69,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at D2 receptor (unknown origin) expressed in CHOK1 cells co-expressing G-alpha 15 by fluo-4 dye based FLIPR assay,B,0.345
602,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,3.9810000000000003,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at dopamine D2 receptor short isoform (unknown origin) expressed in mouse NIH/3T3 cells by R-SAT assay,B,1.9905
603,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,2.8,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,B,1.4
605,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,3.9,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,B,1.95
607,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,4.5,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,B,2.25
609,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,0.67,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,B,0.335
611,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,0.78,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,B,0.39
615,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,163.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of renilla luciferase 2-tagged beta-arrestin-2 recruitment after 15 mins by BRET assay,B,81.5
617,CHEMBL59,NCCc1ccc(O)c(O)c1,EC50,=,156.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at ARMS2-PK2 tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin-2 recruitment incubated for 5 hrs measured after 60 mins by PathHunter assay,B,78.0
623,CHEMBL59,NCCc1ccc(O)c(O)c1,Ki,=,16.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D2 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis,B,16.0
