,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
1415,CHEMBL24077,Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O,Ki,=,9550.0,nM,Dopamine D2 receptor,Homo sapiens,Affinity towards Dopamine receptor D2,B,9550.0
1416,CHEMBL24077,Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O,Kd,=,9500.0,nM,Dopamine D2 receptor,Homo sapiens,Equilibrium dissociation constant against recombinant Dopamine receptor D2A expressed in COS7 cells,B,9500.0
1417,CHEMBL24077,Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O,EC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production,F,5000.0
1537,CHEMBL27162,N#Cc1ccc2CCNCc2c1,Kb,=,2500.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human dopamine D2 receptor,B,2500.0
1538,CHEMBL27162,N#Cc1ccc2CCNCc2c1,Ki,=,11400.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes after 1 hr by liquid scintillation counting analysis,B,11400.0
1540,CHEMBL27162,N#Cc1ccc2CCNCc2c1,Kb,=,4270.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at D2 long receptor (unknown origin) expressed in CHOK1 cells assessed as inhibition of dopamine induced beta-arrestin recruitment after 90 mins by DiscoveRx PathHunter assay,B,4270.0
1555,CHEMBL282413,CN1CCc2cccc3c2[C@H]1Cc4cccc(c34)c5c(OS(=O)(=O)C(F)(F)F)cccc5OS(=O)(=O)C(F)(F)F,Ki,=,2260.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine receptor D2A expressed in mouse Ltk cells,B,2260.0
1556,CHEMBL283065,COc1cccc(OC)c1c2cccc3C[C@H]4N(C)CCc5cccc(c45)c23,Ki,=,2030.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine receptor D2A expressed in mouse Ltk cells,B,2030.0
1557,CHEMBL28056,CN1CCc2cccc3c2[C@H]1Cc4cccc(c5c(C)cccc5C#N)c34,Ki,=,2470.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine receptor D2A expressed in mouse Ltk cells,B,2470.0
1564,CHEMBL26907,CN1CCc2cccc3c2[C@H]1Cc4cccc(c5c(C)cccc5O)c34,Ki,=,2500.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine receptor D2A expressed in mouse Ltk cells,B,2500.0
1565,CHEMBL26907,CN1CCc2cccc3c2[C@H]1Cc4cccc(c5c(C)cccc5O)c34,Ki,=,3380.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine receptor D2A expressed in mouse Ltk cells,B,3380.0
1566,CHEMBL28054,Oc1cc2CC[C@H]3NCc4ccncc4[C@@H]3c2cc1O,Ki,=,1300.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,1300.0
1567,CHEMBL287513,Oc1cc2CC[C@H]3NCc4nc5CCCCc5cc4[C@@H]3c2cc1O,Ki,=,3600.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,3600.0
1568,CHEMBL27117,Cc1ccc2[C@H]3[C@@H](CCc4cc(O)c(O)cc34)NCc2n1,Ki,=,1400.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,1400.0
1571,CHEMBL28338,CCCc1cc2[C@H]3[C@@H](CCc4cc(O)c(O)cc34)NCc2s1,EC50,=,3900.0,nM,Dopamine D2 receptor,Homo sapiens,Adenylate cyclase assay carried out in LTK cells transfected with human Dopamine receptor D2,B,1950.0
1573,CHEMBL27101,Oc1cc2CC[C@H]3NCc4nc(F)ccc4[C@@H]3c2cc1O,Ki,=,2200.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,2200.0
1575,CHEMBL27995,CCCN(CCC)C1COc2cccc(O)c2C1,Ki,>,3000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro ability to inhibit [3H]raclopride binding to cloned human D2A receptors expressed in mouse fibroblast (LtK-) cells,B,3000.0
1578,CHEMBL27251,CN1CCc2ccc3[C@@H](N)c4cccc5C[C@@H]1c2c3c45,Ki,=,2250.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine receptor D2A expressed in mouse Ltk cells,B,2250.0
1579,CHEMBL27251,CN1CCc2ccc3[C@@H](N)c4cccc5C[C@@H]1c2c3c45,Ki,=,2250.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human Dopamine receptor D2A,B,2250.0
1580,CHEMBL27251,CN1CCc2ccc3[C@@H](N)c4cccc5C[C@@H]1c2c3c45,Ki,=,2250.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards Dopamine receptor D2,B,2250.0
1583,CHEMBL275379,Cc1cnc2CN[C@@H]3CCc4cc(O)c(O)cc4[C@H]3c2c1,Ki,=,12000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,12000.0
1585,CHEMBL25856,Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,Ki,=,1520.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,1520.0
1587,CHEMBL25856,Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,Ki,=,1520.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human Dopamine receptor D2 using [3H]spiperone as radioligand transfected in HEK cells,B,1520.0
1590,CHEMBL25856,Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,Ki,=,1700.0,nM,Dopamine D2 receptor,Homo sapiens,Affinity towards Dopamine receptor D2,B,1700.0
1593,CHEMBL25856,Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,Ki,=,2607.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells by scintillation counting,B,2607.0
1599,CHEMBL281932,Oc1cc2CC[C@H]3NCc4ncccc4[C@@H]3c2cc1O,Ki,=,2500.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,2500.0
1600,CHEMBL284644,Oc1cc2CC[C@H]3NCc4cnccc4[C@@H]3c2cc1O,Ki,=,4400.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,4400.0
1611,CHEMBL284959,Cc1cc2[C@H]3[C@@H](CCc4cc(O)c(O)cc34)NCc2nc1C,Ki,=,9100.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,9100.0
1612,CHEMBL283247,CCCCc1cnc2CN[C@@H]3CCc4cc(O)c(O)cc4[C@H]3c2c1,Ki,=,1900.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human Dopamine receptor D2 by using radioligand [3H]spiperone in LTK cells,B,1900.0
1617,CHEMBL282375,CN1CCc2ccc3[C@H](NC(=O)C)c4cccc5C[C@@H]1c2c3c45,Ki,=,3650.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human Dopamine receptor D2A,B,3650.0
1625,CHEMBL27247,CN1CCc2ccc3[C@@H](NC(=O)C)c4cccc5C[C@@H]1c2c3c45,Ki,=,7980.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human Dopamine receptor D2A,B,7980.0
1644,CHEMBL431298,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N4CCNCC4,Ki,=,2511.89,nM,Dopamine D2 receptor,Homo sapiens,"The compound was tested for the binding affinity towards human cloned Dopamine receptor D2 in CHO cells, using [125I]iodosulpride as radioligand",B,2511.89
1647,CHEMBL29435,COc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4cccc(c4)[N+](=O)[O-],Ki,=,1288.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,1288.0
1649,CHEMBL29336,COc1ccc(cc1)N2CCN(CCNC(=O)c3cc(Br)c4ccccc4c3OC)CC2,Ki,=,5692.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,5692.0
1650,CHEMBL29849,COc1cccc(c1)N2CCN(CCNC(=O)c3cc(Br)c4ccccc4c3OC)CC2,Ki,=,1288.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,1288.0
1662,CHEMBL416939,COc1c(cc(Cl)c2ccccc12)C(=O)NCCN3CCN(CC3)c4ccccc4,Ki,=,2529.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,2529.0
1663,CHEMBL282971,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N4CCN5CCC[C@@H]5C4,Ki,=,1995.26,nM,Dopamine D2 receptor,Homo sapiens,"The compound was tested for the binding affinity towards human cloned Dopamine receptor D2 in CHO cells, using [125I]iodosulpride as radioligand",B,1995.26
1664,CHEMBL30208,COc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4ccccc4,Ki,=,1892.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,1892.0
1665,CHEMBL29182,COc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4cccc(C)c4C,Ki,=,1173.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,1173.0
1666,CHEMBL283034,COc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4cccc(C)c4,Ki,=,1207.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,1207.0
1670,CHEMBL29433,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N4CCN5CCC[C@H]5C4,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,"The compound was tested for the binding affinity towards human cloned Dopamine receptor D2 in CHO cells, using [125I]iodosulpride as radioligand",B,1584.89
1671,CHEMBL29529,Oc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4ccccc4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,10000.0
1672,CHEMBL284896,COc1c(ccc2ccccc12)C(=O)NCCN3CCN(CC3)c4ccccc4,Ki,=,7000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,7000.0
1674,CHEMBL30256,Brc1cc(cc2ccccc12)C(=O)NCCN3CCN(CC3)c4ccccc4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,10000.0
1675,CHEMBL29649,CCOc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4ccccc4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,10000.0
1678,CHEMBL287443,COc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4ccc(cc4)[N+](=O)[O-],Ki,=,5692.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at Dopamine D2 receptors in rat striatum by [3H]spiperone displacement.,B,5692.0
1680,CHEMBL287198,COc1c(cc(Br)c2ccccc12)C(=O)NCCN3CCN(CC3)c4cccc(Cl)c4Cl,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting analysis,B,10000.0
1690,CHEMBL418758,OC(COc1cccc2ccccc12)CN3CCC(Cc4ccccc4)CC3,Ki,=,1438.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human D2 receptor transfected in CHO-K1 cells using [3H]- spiperone as radioligand.,B,1438.0
1691,CHEMBL28902,Cc1nc2cnccc2n1c3ccc(OCc4cccc(\C=C\c5ccc6ccc(Cl)cc6n5)c4)cc3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibitory concentration against Dopamine receptor D2,B,5000.0
1692,CHEMBL28607,COc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2,Ki,>,1500.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone from cloned human dopamine D2 receptor stably expressed in CHO cells,B,1500.0
1694,CHEMBL27559,CCCN1CCc2cccc3c2[C@H]1Cc4cccc(O)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]ketanserin from human dopamine D2 receptor expressed in HEK293 cells,B,10000.0
1698,CHEMBL286177,OC(COc1cccc2ccccc12)CN3CCC(CC3)Oc4ccccc4,Ki,=,2336.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human D2 receptor transfected in CHO-K1 cells using [3H]- spiperone as radioligand.,B,2336.0
1699,CHEMBL31714,Cc1nc2cnccc2n1c3ccc(OCc4cccc(\C=C\c5nc6cc(F)ccc6s5)c4)cc3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibitory concentration against Dopamine receptor D2,B,5000.0
1707,CHEMBL284716,CCCN(C\C=C\I)C1CCc2cccc(O)c2C1,Ki,=,1072.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibitory activity against [125I]- NCQ298 binding to dopamine receptor D2 in Sf 9 cells,B,1072.0
1724,CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting analysis,B,10000.0
1736,CHEMBL35226,CCCN1CCC(COc2nc3ccccc3c4NCCCc24)CC1,IC50,=,3400.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]YM-0915 from Dopamine receptor D2,B,1700.0
1739,CHEMBL286080,Oc1cc2CCNCC(c3ccccc3)c2cc1O,Ki,=,720000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,720000.0
1746,CHEMBL284092,CC1(C)CC(=O)N(CCCCN2CCN(CC2)c3ncccn3)C(=O)C1,Ki,=,4320.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperone from human D2 receptor expressed in HEK cells,B,4320.0
1757,CHEMBL34291,COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]2CCN3CCC[C@@H]23,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Compound was evaluated for Dopamine receptor D2 binding,B,10000.0
1758,CHEMBL34291,COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]2CCN3CCC[C@@H]23,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine receptor D2,B,5000.0
1761,CHEMBL37333,COc1cc(N)c(Cl)cc1C(=O)NC[C@H]2CCN3CCC[C@H]23,IC50,=,3900.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine receptor D2,B,1950.0
1762,CHEMBL38349,Cc1nc(sc1C)N2CCN(CCC3NC(=O)c4ccccc34)CC2,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1763,CHEMBL37169,O=C1NC(CCN2CCN(CC2)c3ccc4ccccc4c3)c5ccccc15,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1764,CHEMBL37170,Cc1ccc(cc1C)N2CCN(CC[C@@H]3NC(=O)c4ccccc34)CC2,Ki,=,5882.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5882.0
1765,CHEMBL37604,Cc1ccc(cc1C)C2CCN(CCC3NC(=O)c4ccccc34)CC2,Ki,=,1209.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,1209.0
1768,CHEMBL287078,Cc1ccc(cc1)N2CCN(CCC3NC(=O)c4ccccc34)CC2,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1771,CHEMBL35114,COc1ccc(cc1)N2CCN(CCC3N(C)C(=O)c4ccccc34)CC2,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1772,CHEMBL36337,CN1C(CCN2CCN(CC2)c3ccc(Cl)cc3)c4ccccc4C1=O,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1773,CHEMBL35182,CN1C(CCN2CCN(CC2)c3ccc(C)c(C)c3)c4ccccc4C1=O,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1774,CHEMBL37706,COc1ccc(cc1)N2CCN(CCC3NC(=O)c4ccccc34)CC2,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1775,CHEMBL290351,Clc1ccc(cc1)N2CCN(CCC3NC(=O)c4ccccc34)CC2,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1776,CHEMBL37638,Cc1ccnc(c1)N2CCN(CCC3NC(=O)c4ccccc34)CC2,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,5000.0
1784,CHEMBL38262,Cc1ccc(cc1C)N2CCN(CCC3NC(=O)c4ccccc34)CC2,Ki,=,1842.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,1842.0
1785,CHEMBL35093,Cc1ccc(cc1C)N2CCN(CC[C@H]3NC(=O)c4ccccc34)CC2,Ki,=,2748.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells,B,2748.0
1786,CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,IC50,=,12807.0,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,6403.5
1787,CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,Ki,=,4269.0,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,4269.0
1821,CHEMBL41200,CCCN(CCC)C1COc2c(C1)cccc2c3ccc(OC)cc3,Ki,=,1090.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro ability to inhibit [3H]raclopride binding to cloned human D2A receptors expressed in mouse fibroblast (LtK-) cells,B,1090.0
1827,CHEMBL38656,CCCN(CCC)C1COc2c(C1)cccc2C(=O)c3cocc3,Ki,=,1360.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro ability to inhibit [3H]raclopride binding to cloned human D2A receptors expressed in mouse fibroblast (LtK-) cells,B,1360.0
1833,CHEMBL291143,NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)C34CC5CC(CC(C5)C3)C4,Ki,=,1550.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human Dopamine receptor D2 using [3H]spiperone as radioligand transfected in HEK cells,B,1550.0
1834,CHEMBL291143,NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)C34CC5CC(CC(C5)C3)C4,EC50,>,4000.0,nM,Dopamine D2 receptor,Homo sapiens,Adenylate cyclase assay carried out in LTK cells transfected with human Dopamine receptor D2,B,2000.0
1837,CHEMBL40391,Nc1cccc(n1)c2ccc(CCN3CCN(CC(=O)c4ccccc4)CC3)cc2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity of compound to Dopamine receptor D2,B,5000.0
1845,CHEMBL287770,CCCN(CCC)[C@H]1CCc2cccc(OC)c2[C@H]1C,Ki,=,1050.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity towards human Dopamine receptor D2A was determined in mouse fibroblast LtK cells using [3H]raclopride,B,1050.0
1866,CHEMBL295559,C1CC(CCN1)c2c([nH]c3ccccc23)c4ccccc4,Ki,>,1600.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone binding to CHO cells stably expressing dopamine receptor D2,B,1600.0
1868,CHEMBL40229,CN1CCN(C)C(C1)c2c([nH]c3ccccc23)c4ccccc4,Ki,>,1600.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone binding to CHO cells stably expressing dopamine receptor D2,B,1600.0
1869,CHEMBL40284,C1COC(CN1)c2c([nH]c3ccccc23)c4ccccc4,Ki,=,1600.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone binding to CHO cells stably expressing dopamine receptor D2,B,1600.0
1872,CHEMBL295596,O=C1NCCN1CCN2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5,Ki,>,1300.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone binding to CHO cells stably expressing dopamine receptor D2,B,1300.0
1875,CHEMBL297784,Cn1ccc2cc3N(CCc3cc12)C(=O)Nc4cccnc4,Ki,<,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against human Dopamine receptor D2 expressed in CHO cells using [125I]iodosulpiride ,B,10000.0
1876,CHEMBL42557,C1CNCC(C1)c2c([nH]c3ccccc23)c4ccccc4,Ki,>,1300.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone binding to CHO cells stably expressing dopamine receptor D2,B,1300.0
1877,CHEMBL43697,CN1CCCCC1c2c([nH]c3ccccc23)c4ccccc4,Ki,>,1700.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone binding to CHO cells stably expressing dopamine receptor D2,B,1700.0
1884,CHEMBL46523,C(N1CCCC(C1)c2c([nH]c3ccccc23)c4ccccc4)c5ccccc5,Ki,=,1600.0,nM,Dopamine D2 receptor,Homo sapiens,Ability to displace [3H]spiperone binding to CHO cells stably expressing dopamine receptor D2,B,1600.0
1895,CHEMBL296419,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,IC50,=,4521.0,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,2260.5
1896,CHEMBL296419,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,Ki,=,1507.0,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,1507.0
1905,CHEMBL46880,Brc1ccc(OCC2CCN(CC3CC3)CC2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1906,CHEMBL45156,FCCCN1CCC(COc2ccc(Br)cc2)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1907,CHEMBL45305,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3ccc(F)c(Cl)c3)nc1,Ki,=,15000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]Spiperone from human dopamine D2 long receptor,B,15000.0
1908,CHEMBL45305,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3ccc(F)c(Cl)c3)nc1,Ki,=,46000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]Spiperone from human dopamine D2 short receptor,B,46000.0
1910,CHEMBL45168,FCCN1CCC(COc2ccc(I)cc2)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1911,CHEMBL44739,Ic1ccc(OCC2CCN(CC3CC3)CC2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1912,CHEMBL289196,Brc1cccc(OCC2CCN(CC3CC3)CC2)c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1913,CHEMBL46559,Fc1ccc(CN2CCC(COc3ccc(cc3)C#N)CC2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1916,CHEMBL417001,FCCCN1CCC(COc2ccc(cc2)C#N)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1917,CHEMBL46374,OCCN1CCC(COc2ccc(I)cc2)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1918,CHEMBL46596,[O-][N+](=O)c1ccc(OCC2CCN(Cc3ccc(F)cc3)CC2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1919,CHEMBL46519,FCCN1CCC(COc2ccc(cc2)C#N)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1920,CHEMBL274585,I\C=C\CN1CCC(COc2ccc(cc2)C#N)CC1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity for Dopamine receptor D2,B,10000.0
1921,CHEMBL47482,NCC1c2ccccc2Cc3ccccc13,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from dopamine D2 receptor,B,10000.0
1932,CHEMBL45244,Cc1cccc(c1)C(=O)NCN2CCN(CC2)c3ccccc3C#N,Ki,=,3740.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 expressed in CHO K1 transfected cells using [3H]spiperone as radioligand,B,3740.0
